Unnamed: 0,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
1,2902.0,3019.0,3229.0,6664.0
2,2791.0,2980.0,3181.0,6680.0
3,2857.0,3016.0,3202.0,6728.0
4,2822.0,2996.0,3191.0,6672.0
5,2673.0,2910.0,3105.0,6691.0
6,2805.0,3009.0,3189.0,6600.0
7,2669.0,2879.0,3110.0,6687.0
8,2890.0,3082.0,3220.0,6669.0
9,2873.0,3062.0,3215.0,6643.0
10,2922.0,3090.0,3411.0,6679.0
11,2797.0,2983.0,3166.0,6639.0
12,2818.0,2989.0,3187.0,6626.0
13,2743.0,2932.0,3151.0,6605.0
14,2780.0,2993.0,3164.0,6722.0
15,2747.0,2966.0,3152.0,6698.0
16,2859.0,3033.0,3207.0,6677.0
17,2804.0,3023.0,3185.0,6697.0
18,2891.0,3068.0,3227.0,6706.0
19,2871.0,3045.0,3210.0,6683.0
20,2985.0,3120.0,3432.0,6647.0
21,2655.0,2859.0,3102.0,6725.0
22,2790.0,2964.0,3174.0,6672.0
23,2787.0,2997.0,3174.0,6702.0
24,2854.0,3091.0,3220.0,6653.0
25,2830.0,3019.0,3184.0,6696.0
26,2859.0,3039.0,3207.0,6730.0
27,2857.0,3049.0,3211.0,6657.0
28,2872.0,3043.0,3205.0,6758.0
29,2783.0,3023.0,3176.0,6743.0
30,2846.0,3011.0,3197.0,6677.0
31,2804.0,2957.0,3167.0,6630.0
32,2930.0,3026.0,3236.0,6637.0
33,2729.0,2978.0,3140.0,6643.0
34,2716.0,2929.0,3139.0,6726.0
35,2702.0,2894.0,3125.0,6683.0
36,2803.0,2980.0,3184.0,6763.0
37,2880.0,3027.0,3222.0,6642.0
38,2801.0,2957.0,3176.0,6694.0
39,2808.0,3009.0,3189.0,6691.0
40,2703.0,2934.0,3135.0,6641.0
41,2712.0,2982.0,3138.0,6638.0
42,2750.0,2990.0,3158.0,6650.0
43,2880.0,3042.0,3216.0,6708.0
44,2830.0,3043.0,3196.0,6707.0
45,2878.0,3037.0,3217.0,6739.0
46,2856.0,3054.0,3210.0,6709.0
47,2830.0,2977.0,3193.0,6623.0
48,2811.0,3012.0,3189.0,6654.0
49,2754.0,2988.0,3150.0,6649.0
50,2762.0,2951.0,3158.0,6671.0
51,2755.0,2992.0,3160.0,6717.0
52,2807.0,3002.0,3182.0,6637.0
53,2749.0,2947.0,3157.0,6693.0
54,2817.0,2997.0,3186.0,6732.0
55,2743.0,2989.0,3160.0,6586.0
56,2785.0,2989.0,3172.0,6621.0
57,2728.0,2980.0,3142.0,6669.0
58,2727.0,2973.0,3141.0,6721.0
59,2835.0,3045.0,3195.0,6686.0
60,2667.0,2916.0,3114.0,6649.0
61,2850.0,3015.0,3204.0,6661.0
62,2825.0,3017.0,3194.0,6640.0
63,2778.0,2985.0,3177.0,6692.0
64,2645.0,2897.0,3104.0,6637.0
65,2709.0,2946.0,3132.0,6670.0
66,2871.0,3069.0,3216.0,6692.0
67,2921.0,3086.0,3239.0,6661.0
68,2788.0,2977.0,3166.0,6624.0
69,2821.0,2992.0,3187.0,6690.0
70,2702.0,2936.0,3131.0,6623.0
71,2815.0,3019.0,3184.0,6667.0
72,2761.0,2965.0,3148.0,6706.0
73,2848.0,3028.0,3208.0,6710.0
74,2851.0,3046.0,3199.0,6632.0
75,2818.0,2974.0,3187.0,6672.0
76,2724.0,2961.0,3141.0,6708.0
77,2821.0,2986.0,3190.0,6697.0
78,2860.0,3040.0,3205.0,6699.0
79,2744.0,3002.0,3158.0,6651.0
80,2856.0,3006.0,3204.0,6681.0
81,2735.0,2927.0,3149.0,6651.0
82,2728.0,2980.0,3148.0,6709.0
83,2746.0,2953.0,3142.0,6649.0
84,2799.0,2967.0,3171.0,6628.0
85,2691.0,2934.0,3117.0,6682.0
86,2629.0,2887.0,3088.0,6658.0
87,2685.0,2937.0,3129.0,6644.0
88,2833.0,3001.0,3190.0,6645.0
89,2783.0,2951.0,3158.0,6703.0
90,2838.0,3030.0,3201.0,6664.0
91,2846.0,3062.0,3212.0,6617.0
92,2787.0,2991.0,3174.0,6700.0
93,2581.0,2824.0,3061.0,6652.0
94,2725.0,2941.0,3142.0,6705.0
95,2753.0,2975.0,3155.0,6692.0
96,2581.0,2908.0,3073.0,6678.0
97,2669.0,2885.0,3110.0,6676.0
98,2789.0,2957.0,3173.0,6647.0
99,2781.0,2964.0,3168.0,6643.0
100,2790.14,2989.55,3176.66,6673.37
